wine_no,taster_name,taster_twitter
89106,,
89107,Michael Schachner,@wineschach
89108,Michael Schachner,@wineschach
89109,Michael Schachner,@wineschach
89110,Joe Czerwinski,@JoeCz
89111,Michael Schachner,@wineschach
89112,Roger Voss,@vossroger
89113,Joe Czerwinski,@JoeCz
89114,,
89115,,
89116,,
89117,Michael Schachner,@wineschach
89118,,
89119,Paul Gregutt,@paulgwine 
89120,,
89121,,
89122,Michael Schachner,@wineschach
89123,,
89124,,
89125,Michael Schachner,@wineschach
89126,,
89127,Michael Schachner,@wineschach
89128,Roger Voss,@vossroger
89129,,
89130,,
89131,Michael Schachner,@wineschach
89378,,
89132,Michael Schachner,@wineschach
89133,,
89134,,
89135,,
89136,Michael Schachner,@wineschach
89137,Joe Czerwinski,@JoeCz
89138,Paul Gregutt,@paulgwine 
89139,Susan Kostrzewa,@suskostrzewa
89140,,
89141,,
89142,Susan Kostrzewa,@suskostrzewa
89143,Paul Gregutt,@paulgwine 
89144,Roger Voss,@vossroger
89145,Roger Voss,@vossroger
89146,,
89147,Joe Czerwinski,@JoeCz
89148,Michael Schachner,@wineschach
89149,Joe Czerwinski,@JoeCz
89150,,
89151,,
89152,,
89153,Roger Voss,@vossroger
89154,Roger Voss,@vossroger
89155,Joe Czerwinski,@JoeCz
89156,Joe Czerwinski,@JoeCz
89157,Lauren Buzzeo,@laurbuzz
89158,,
89159,Paul Gregutt,@paulgwine 
89160,Roger Voss,@vossroger
89161,Paul Gregutt,@paulgwine 
89162,Joe Czerwinski,@JoeCz
89163,Joe Czerwinski,@JoeCz
89164,Roger Voss,@vossroger
89165,Roger Voss,@vossroger
89166,Michael Schachner,@wineschach
89167,Kerin O’Keefe,@kerinokeefe
89168,Roger Voss,@vossroger
89169,Jim Gordon,@gordone_cellars
89170,Roger Voss,@vossroger
89171,Roger Voss,@vossroger
89172,Roger Voss,@vossroger
89173,Paul Gregutt,@paulgwine 
89174,Kerin O’Keefe,@kerinokeefe
89175,Michael Schachner,@wineschach
89176,Matt Kettmann,@mattkettmann
89177,Roger Voss,@vossroger
89178,Roger Voss,@vossroger
89179,Roger Voss,@vossroger
89180,Anna Lee C. Iijima,
89181,Roger Voss,@vossroger
89182,Michael Schachner,@wineschach
89183,Kerin O’Keefe,@kerinokeefe
89184,Joe Czerwinski,@JoeCz
89185,Virginie Boone,@vboone
89186,Roger Voss,@vossroger
89187,Kerin O’Keefe,@kerinokeefe
89188,Paul Gregutt,@paulgwine 
89189,Virginie Boone,@vboone
89190,Roger Voss,@vossroger
89191,Roger Voss,@vossroger
89192,Virginie Boone,@vboone
89193,Virginie Boone,@vboone
89194,Matt Kettmann,@mattkettmann
89195,Kerin O’Keefe,@kerinokeefe
89196,,
89197,Paul Gregutt,@paulgwine 
89198,Roger Voss,@vossroger
89199,Roger Voss,@vossroger
89252,Paul Gregutt,@paulgwine 
89200,Paul Gregutt,@paulgwine 
89201,,
89202,,
89203,,
89204,,
89205,,
89206,,
89207,Roger Voss,@vossroger
89208,Paul Gregutt,@paulgwine 
89209,Roger Voss,@vossroger
89210,Paul Gregutt,@paulgwine 
89211,Roger Voss,@vossroger
89212,,
89213,,
89214,,
89215,Roger Voss,@vossroger
89216,Kerin O’Keefe,@kerinokeefe
89357,Paul Gregutt,@paulgwine 
89217,Roger Voss,@vossroger
89218,Roger Voss,@vossroger
89219,Virginie Boone,@vboone
89220,Kerin O’Keefe,@kerinokeefe
89221,Kerin O’Keefe,@kerinokeefe
89222,Joe Czerwinski,@JoeCz
89223,Kerin O’Keefe,@kerinokeefe
89224,Kerin O’Keefe,@kerinokeefe
89225,Kerin O’Keefe,@kerinokeefe
89226,Kerin O’Keefe,@kerinokeefe
89227,Kerin O’Keefe,@kerinokeefe
89228,Michael Schachner,@wineschach
89229,Michael Schachner,@wineschach
89230,Sean P. Sullivan,@wawinereport
89231,Roger Voss,@vossroger
89232,Paul Gregutt,@paulgwine 
89233,Matt Kettmann,@mattkettmann
89234,Virginie Boone,@vboone
89235,Sean P. Sullivan,@wawinereport
89236,Mike DeSimone,@worldwineguys
89237,Kerin O’Keefe,@kerinokeefe
89238,Matt Kettmann,@mattkettmann
89239,Sean P. Sullivan,@wawinereport
89240,Virginie Boone,@vboone
89241,Virginie Boone,@vboone
89242,Matt Kettmann,@mattkettmann
89243,Kerin O’Keefe,@kerinokeefe
89244,Virginie Boone,@vboone
89245,Anna Lee C. Iijima,
89246,Kerin O’Keefe,@kerinokeefe
89247,Virginie Boone,@vboone
89248,Virginie Boone,@vboone
89249,Kerin O’Keefe,@kerinokeefe
89250,Roger Voss,@vossroger
89251,Roger Voss,@vossroger
89253,Anna Lee C. Iijima,
89254,Anna Lee C. Iijima,
89255,Kerin O’Keefe,@kerinokeefe
89256,Roger Voss,@vossroger
89257,Paul Gregutt,@paulgwine 
89258,Virginie Boone,@vboone
89259,Kerin O’Keefe,@kerinokeefe
89260,Kerin O’Keefe,@kerinokeefe
89261,Roger Voss,@vossroger
89262,Paul Gregutt,@paulgwine 
89263,Joe Czerwinski,@JoeCz
89264,Kerin O’Keefe,@kerinokeefe
89265,Michael Schachner,@wineschach
89266,Kerin O’Keefe,@kerinokeefe
89267,Kerin O’Keefe,@kerinokeefe
89268,Kerin O’Keefe,@kerinokeefe
89269,Kerin O’Keefe,@kerinokeefe
89270,Roger Voss,@vossroger
89271,Virginie Boone,@vboone
89272,Kerin O’Keefe,@kerinokeefe
89273,Kerin O’Keefe,@kerinokeefe
89274,Virginie Boone,@vboone
89275,Roger Voss,@vossroger
89276,,
89277,Roger Voss,@vossroger
89278,Michael Schachner,@wineschach
89279,,
89280,,
89281,Roger Voss,@vossroger
89282,,
89283,Roger Voss,@vossroger
89284,Roger Voss,@vossroger
89377,,
89285,,
89286,Roger Voss,@vossroger
89287,Roger Voss,@vossroger
89288,,
89289,,
89290,Roger Voss,@vossroger
89291,Kerin O’Keefe,@kerinokeefe
89292,Anna Lee C. Iijima,
89293,Roger Voss,@vossroger
89294,Roger Voss,@vossroger
89295,Roger Voss,@vossroger
89296,Roger Voss,@vossroger
89297,Roger Voss,@vossroger
89298,Matt Kettmann,@mattkettmann
89299,Michael Schachner,@wineschach
89300,Michael Schachner,@wineschach
89301,Sean P. Sullivan,@wawinereport
89302,Matt Kettmann,@mattkettmann
89303,Roger Voss,@vossroger
89304,Matt Kettmann,@mattkettmann
89305,Virginie Boone,@vboone
89306,Matt Kettmann,@mattkettmann
89307,Anna Lee C. Iijima,
89308,Jim Gordon,@gordone_cellars
89309,Michael Schachner,@wineschach
89310,Sean P. Sullivan,@wawinereport
89311,Roger Voss,@vossroger
89312,Kerin O’Keefe,@kerinokeefe
89313,Anna Lee C. Iijima,
89314,Virginie Boone,@vboone
89315,Virginie Boone,@vboone
89316,Jim Gordon,@gordone_cellars
89317,Matt Kettmann,@mattkettmann
89318,Jim Gordon,@gordone_cellars
89319,Kerin O’Keefe,@kerinokeefe
89320,,
89321,Paul Gregutt,@paulgwine 
89322,,
89323,,
89324,Paul Gregutt,@paulgwine 
89325,Paul Gregutt,@paulgwine 
89326,,
89327,Paul Gregutt,@paulgwine 
89328,Paul Gregutt,@paulgwine 
89329,,
89330,,
89331,Michael Schachner,@wineschach
89332,,
89333,Roger Voss,@vossroger
89334,Paul Gregutt,@paulgwine 
89335,,
89336,Anna Lee C. Iijima,
89337,Paul Gregutt,@paulgwine 
89338,,
89339,Roger Voss,@vossroger
89340,Roger Voss,@vossroger
89341,,
89342,Anna Lee C. Iijima,
89343,,
89344,,
89345,Roger Voss,@vossroger
89346,,
89347,,
89348,Paul Gregutt,@paulgwine 
89349,,
89350,Virginie Boone,@vboone
89351,Paul Gregutt,@paulgwine 
89352,Roger Voss,@vossroger
89353,,
89354,Lauren Buzzeo,@laurbuzz
89355,Roger Voss,@vossroger
89356,,
89358,Paul Gregutt,@paulgwine 
89359,,
89360,,
89361,,
89362,Virginie Boone,@vboone
89363,,
89364,,
89365,Joe Czerwinski,@JoeCz
89366,,
89367,Michael Schachner,@wineschach
89368,Joe Czerwinski,@JoeCz
89369,Paul Gregutt,@paulgwine 
89370,,
89371,,
89372,Lauren Buzzeo,@laurbuzz
89373,Michael Schachner,@wineschach
89374,,
89375,Joe Czerwinski,@JoeCz
89376,,
89379,Roger Voss,@vossroger
89380,Michael Schachner,@wineschach
89381,,
89382,,
89383,Sean P. Sullivan,@wawinereport
89384,Roger Voss,@vossroger
89385,Roger Voss,@vossroger
89386,Michael Schachner,@wineschach
89387,,
89388,,
89389,Paul Gregutt,@paulgwine 
89390,,
89391,,
89392,Roger Voss,@vossroger
89393,,
89394,Michael Schachner,@wineschach
89395,Michael Schachner,@wineschach
89396,Michael Schachner,@wineschach
89397,,
89398,Michael Schachner,@wineschach
89399,,
89400,Paul Gregutt,@paulgwine 
89401,,
89402,Roger Voss,@vossroger
89403,Paul Gregutt,@paulgwine 
89404,Kerin O’Keefe,@kerinokeefe
89405,Kerin O’Keefe,@kerinokeefe
89406,Paul Gregutt,@paulgwine 
89407,Michael Schachner,@wineschach
89408,Kerin O’Keefe,@kerinokeefe
89409,Michael Schachner,@wineschach
89410,Kerin O’Keefe,@kerinokeefe
89411,Michael Schachner,@wineschach
89412,Anne Krebiehl MW,@AnneInVino
89413,,
89414,Anne Krebiehl MW,@AnneInVino
89415,Kerin O’Keefe,@kerinokeefe
89416,Anna Lee C. Iijima,
89417,,
89418,Michael Schachner,@wineschach
89419,,
89420,Kerin O’Keefe,@kerinokeefe
89421,,
89422,Paul Gregutt,@paulgwine 
89423,Anne Krebiehl MW,@AnneInVino
89424,Kerin O’Keefe,@kerinokeefe
89425,Michael Schachner,@wineschach
89426,Michael Schachner,@wineschach
89427,Paul Gregutt,@paulgwine 
89428,Kerin O’Keefe,@kerinokeefe
89429,Michael Schachner,@wineschach
89430,,
89431,Michael Schachner,@wineschach
89432,Michael Schachner,@wineschach
89433,,
89434,,
89435,,
89436,,
89437,,
89438,,
89439,,
89440,,
89441,,
89442,Joe Czerwinski,@JoeCz
89443,Roger Voss,@vossroger
89444,Michael Schachner,@wineschach
89445,,
89446,Joe Czerwinski,@JoeCz
89447,Michael Schachner,@wineschach
89448,Joe Czerwinski,@JoeCz
89449,Joe Czerwinski,@JoeCz
89450,,
89451,,
89452,,
89453,Joe Czerwinski,@JoeCz
89454,,
89455,,
89456,Anne Krebiehl MW,@AnneInVino
89457,Anne Krebiehl MW,@AnneInVino
89458,Roger Voss,@vossroger
89459,Kerin O’Keefe,@kerinokeefe
89460,Anne Krebiehl MW,@AnneInVino
89461,Matt Kettmann,@mattkettmann
89462,Kerin O’Keefe,@kerinokeefe
89463,Anne Krebiehl MW,@AnneInVino
89464,Matt Kettmann,@mattkettmann
89465,Matt Kettmann,@mattkettmann
89466,Virginie Boone,@vboone
89467,Anne Krebiehl MW,@AnneInVino
89468,Kerin O’Keefe,@kerinokeefe
89469,Roger Voss,@vossroger
89470,Kerin O’Keefe,@kerinokeefe
89471,Sean P. Sullivan,@wawinereport
89472,Matt Kettmann,@mattkettmann
89473,Kerin O’Keefe,@kerinokeefe
89474,Matt Kettmann,@mattkettmann
89475,Virginie Boone,@vboone
89476,Virginie Boone,@vboone
89493,Anna Lee C. Iijima,
89477,Anne Krebiehl MW,@AnneInVino
89478,Anne Krebiehl MW,@AnneInVino
89479,Anne Krebiehl MW,@AnneInVino
89480,Virginie Boone,@vboone
89481,Kerin O’Keefe,@kerinokeefe
89482,Virginie Boone,@vboone
89483,Roger Voss,@vossroger
89484,Matt Kettmann,@mattkettmann
89485,Virginie Boone,@vboone
89486,Virginie Boone,@vboone
89487,Kerin O’Keefe,@kerinokeefe
89488,Michael Schachner,@wineschach
89489,Jim Gordon,@gordone_cellars
89490,Anna Lee C. Iijima,
89491,Joe Czerwinski,@JoeCz
89492,Michael Schachner,@wineschach
89494,Roger Voss,@vossroger
89495,Michael Schachner,@wineschach
89496,Michael Schachner,@wineschach
89497,Michael Schachner,@wineschach
89498,Anna Lee C. Iijima,
89499,Michael Schachner,@wineschach
89500,Michael Schachner,@wineschach
89501,Matt Kettmann,@mattkettmann
89502,Kerin O’Keefe,@kerinokeefe
89503,Paul Gregutt,@paulgwine 
89504,Kerin O’Keefe,@kerinokeefe
89505,Anna Lee C. Iijima,
89506,Kerin O’Keefe,@kerinokeefe
89507,Virginie Boone,@vboone
89508,Jim Gordon,@gordone_cellars
89509,Michael Schachner,@wineschach
89510,Lauren Buzzeo,@laurbuzz
89511,Michael Schachner,@wineschach
89512,Jim Gordon,@gordone_cellars
89513,Michael Schachner,@wineschach
89514,Michael Schachner,@wineschach
89515,,
89516,,
89517,,
89518,,
89519,Joe Czerwinski,@JoeCz
89520,Paul Gregutt,@paulgwine 
89521,,
89522,Paul Gregutt,@paulgwine 
89523,,
89524,,
89525,,
89526,Joe Czerwinski,@JoeCz
89527,,
89528,,
89529,,
89530,,
89531,Joe Czerwinski,@JoeCz
89532,Joe Czerwinski,@JoeCz
89533,Joe Czerwinski,@JoeCz
89534,,
89535,,
89536,,
89537,,
89538,,
89539,Joe Czerwinski,@JoeCz
89540,,
89541,,
89542,,
89543,,
89544,Virginie Boone,@vboone
89545,Kerin O’Keefe,@kerinokeefe
89546,Kerin O’Keefe,@kerinokeefe
89547,Virginie Boone,@vboone
89548,Virginie Boone,@vboone
89549,Kerin O’Keefe,@kerinokeefe
89550,Kerin O’Keefe,@kerinokeefe
89551,Anna Lee C. Iijima,
89552,Roger Voss,@vossroger
89553,Michael Schachner,@wineschach
89554,Anna Lee C. Iijima,
89555,Roger Voss,@vossroger
89556,Kerin O’Keefe,@kerinokeefe
89557,Anna Lee C. Iijima,
89558,Virginie Boone,@vboone
89559,Matt Kettmann,@mattkettmann
89560,Roger Voss,@vossroger
89561,Roger Voss,@vossroger
89562,Virginie Boone,@vboone
89563,Paul Gregutt,@paulgwine 
89564,Kerin O’Keefe,@kerinokeefe
89565,Kerin O’Keefe,@kerinokeefe
89566,Roger Voss,@vossroger
89567,Roger Voss,@vossroger
89568,Anna Lee C. Iijima,
89569,Anna Lee C. Iijima,
89570,Anna Lee C. Iijima,
89571,Virginie Boone,@vboone
89572,Virginie Boone,@vboone
89573,Michael Schachner,@wineschach
89574,,
89575,Lauren Buzzeo,@laurbuzz
89576,Paul Gregutt,@paulgwine 
89577,Lauren Buzzeo,@laurbuzz
89578,,
89579,Roger Voss,@vossroger
89580,Roger Voss,@vossroger
89581,,
89582,Roger Voss,@vossroger
89583,Michael Schachner,@wineschach
89584,Michael Schachner,@wineschach
89585,,
89586,,
89587,,
89588,,
89589,Roger Voss,@vossroger
89590,Roger Voss,@vossroger
89591,Roger Voss,@vossroger
89592,Virginie Boone,@vboone
89593,Jim Gordon,@gordone_cellars
89594,Kerin O’Keefe,@kerinokeefe
89595,Roger Voss,@vossroger
89596,Kerin O’Keefe,@kerinokeefe
89597,Matt Kettmann,@mattkettmann
89598,Kerin O’Keefe,@kerinokeefe
89599,Matt Kettmann,@mattkettmann
89600,Kerin O’Keefe,@kerinokeefe
89601,Michael Schachner,@wineschach
89602,Paul Gregutt,@paulgwine 
89603,Virginie Boone,@vboone
89604,Virginie Boone,@vboone
89605,Virginie Boone,@vboone
89606,Virginie Boone,@vboone
89607,Jim Gordon,@gordone_cellars
89608,Anna Lee C. Iijima,
89609,Matt Kettmann,@mattkettmann
89610,Michael Schachner,@wineschach
89611,Paul Gregutt,@paulgwine 
89612,Virginie Boone,@vboone
89613,Kerin O’Keefe,@kerinokeefe
89614,Matt Kettmann,@mattkettmann
89615,Michael Schachner,@wineschach
89616,Michael Schachner,@wineschach
89617,Paul Gregutt,@paulgwine 
89618,Kerin O’Keefe,@kerinokeefe
89619,Paul Gregutt,@paulgwine 
89620,Matt Kettmann,@mattkettmann
89621,,
89622,,
89623,,
89624,,
89625,Joe Czerwinski,@JoeCz
89626,,
89627,,
89628,,
89629,,
89630,Joe Czerwinski,@JoeCz
89631,,
89632,,
89633,,
89634,,
89635,,
89636,,
89637,,
89638,Joe Czerwinski,@JoeCz
89639,,
89640,,
89641,,
89642,,
89643,,
89644,,
89645,,
89646,,
89647,,
89648,,
89649,,
89650,,
89651,Michael Schachner,@wineschach
89652,Joe Czerwinski,@JoeCz
89653,Joe Czerwinski,@JoeCz
89654,Paul Gregutt,@paulgwine 
89655,Paul Gregutt,@paulgwine 
89656,Paul Gregutt,@paulgwine 
89657,Carrie Dykes,
89658,Jim Gordon,@gordone_cellars
89659,Anne Krebiehl MW,@AnneInVino
89660,Michael Schachner,@wineschach
89661,Carrie Dykes,
89662,Carrie Dykes,
89663,Carrie Dykes,
89664,Joe Czerwinski,@JoeCz
89665,Roger Voss,@vossroger
89666,Roger Voss,@vossroger
89667,Virginie Boone,@vboone
89668,Matt Kettmann,@mattkettmann
89669,Paul Gregutt,@paulgwine 
89670,Paul Gregutt,@paulgwine 
89671,Jim Gordon,@gordone_cellars
89672,Jim Gordon,@gordone_cellars
89673,Jim Gordon,@gordone_cellars
89674,Carrie Dykes,
89675,Carrie Dykes,
89676,Michael Schachner,@wineschach
89677,Joe Czerwinski,@JoeCz
89678,Michael Schachner,@wineschach
89679,Virginie Boone,@vboone
89680,Joe Czerwinski,@JoeCz
89681,Paul Gregutt,@paulgwine 
89682,Virginie Boone,@vboone
89683,Jeff Jenssen,@worldwineguys
89684,Mike DeSimone,@worldwineguys
89685,Sean P. Sullivan,@wawinereport
89686,Kerin O’Keefe,@kerinokeefe
89687,Jeff Jenssen,@worldwineguys
89688,Matt Kettmann,@mattkettmann
89689,Roger Voss,@vossroger
89690,Virginie Boone,@vboone
89691,Kerin O’Keefe,@kerinokeefe
89692,Matt Kettmann,@mattkettmann
89693,Virginie Boone,@vboone
89694,Sean P. Sullivan,@wawinereport
89695,Virginie Boone,@vboone
89696,Michael Schachner,@wineschach
89697,Kerin O’Keefe,@kerinokeefe
89698,Kerin O’Keefe,@kerinokeefe
89699,Sean P. Sullivan,@wawinereport
89700,Jim Gordon,@gordone_cellars
89701,Matt Kettmann,@mattkettmann
89702,Matt Kettmann,@mattkettmann
89703,Matt Kettmann,@mattkettmann
89704,Virginie Boone,@vboone
89705,Mike DeSimone,@worldwineguys
89706,Kerin O’Keefe,@kerinokeefe
89707,Kerin O’Keefe,@kerinokeefe
89708,Virginie Boone,@vboone
89709,Matt Kettmann,@mattkettmann
89710,Virginie Boone,@vboone
89711,Michael Schachner,@wineschach
89712,Michael Schachner,@wineschach
89713,Roger Voss,@vossroger
89714,Jim Gordon,@gordone_cellars
89715,Roger Voss,@vossroger
89716,Michael Schachner,@wineschach
89717,Michael Schachner,@wineschach
89718,Jim Gordon,@gordone_cellars
89719,Sean P. Sullivan,@wawinereport
89720,Michael Schachner,@wineschach
89721,Roger Voss,@vossroger
89722,Michael Schachner,@wineschach
89723,Michael Schachner,@wineschach
89724,Roger Voss,@vossroger
89725,Roger Voss,@vossroger
89726,Michael Schachner,@wineschach
89727,Michael Schachner,@wineschach
89728,Roger Voss,@vossroger
89729,Roger Voss,@vossroger
89730,Anne Krebiehl MW,@AnneInVino
89743,Joe Czerwinski,@JoeCz
89731,Anne Krebiehl MW,@AnneInVino
89732,Anne Krebiehl MW,@AnneInVino
89733,Anne Krebiehl MW,@AnneInVino
89734,Roger Voss,@vossroger
89735,Anne Krebiehl MW,@AnneInVino
89736,Virginie Boone,@vboone
89737,Anne Krebiehl MW,@AnneInVino
89738,Anne Krebiehl MW,@AnneInVino
89739,Roger Voss,@vossroger
89740,Jim Gordon,@gordone_cellars
89741,Kerin O’Keefe,@kerinokeefe
89742,Anna Lee C. Iijima,
89744,Virginie Boone,@vboone
89745,Anne Krebiehl MW,@AnneInVino
89746,Jim Gordon,@gordone_cellars
89747,Sean P. Sullivan,@wawinereport
89748,Sean P. Sullivan,@wawinereport
89749,Kerin O’Keefe,@kerinokeefe
89750,Kerin O’Keefe,@kerinokeefe
89751,Matt Kettmann,@mattkettmann
89752,Matt Kettmann,@mattkettmann
89753,Roger Voss,@vossroger
89754,Matt Kettmann,@mattkettmann
89755,Matt Kettmann,@mattkettmann
89756,Kerin O’Keefe,@kerinokeefe
89757,Sean P. Sullivan,@wawinereport
89758,Kerin O’Keefe,@kerinokeefe
89759,Kerin O’Keefe,@kerinokeefe
89760,Michael Schachner,@wineschach
89797,,
89761,Kerin O’Keefe,@kerinokeefe
89762,Kerin O’Keefe,@kerinokeefe
89763,Anne Krebiehl MW,@AnneInVino
89764,Jim Gordon,@gordone_cellars
89765,Virginie Boone,@vboone
89766,Michael Schachner,@wineschach
89767,Roger Voss,@vossroger
89768,Virginie Boone,@vboone
89769,Michael Schachner,@wineschach
89770,Kerin O’Keefe,@kerinokeefe
89771,Kerin O’Keefe,@kerinokeefe
89772,Michael Schachner,@wineschach
89773,Jim Gordon,@gordone_cellars
89774,Kerin O’Keefe,@kerinokeefe
89775,Kerin O’Keefe,@kerinokeefe
89776,Kerin O’Keefe,@kerinokeefe
89777,Michael Schachner,@wineschach
89778,Anna Lee C. Iijima,
89779,Matt Kettmann,@mattkettmann
89780,Kerin O’Keefe,@kerinokeefe
89781,Kerin O’Keefe,@kerinokeefe
89782,Kerin O’Keefe,@kerinokeefe
89783,Kerin O’Keefe,@kerinokeefe
89784,Paul Gregutt,@paulgwine 
89785,Roger Voss,@vossroger
89786,Paul Gregutt,@paulgwine 
89787,Michael Schachner,@wineschach
89788,Kerin O’Keefe,@kerinokeefe
89789,Michael Schachner,@wineschach
89790,Kerin O’Keefe,@kerinokeefe
89791,Kerin O’Keefe,@kerinokeefe
89792,Kerin O’Keefe,@kerinokeefe
89793,Jim Gordon,@gordone_cellars
89794,Kerin O’Keefe,@kerinokeefe
89795,Kerin O’Keefe,@kerinokeefe
89796,Roger Voss,@vossroger
89798,Paul Gregutt,@paulgwine 
89799,,
89800,,
89801,,
89802,Paul Gregutt,@paulgwine 
89803,Paul Gregutt,@paulgwine 
89804,Joe Czerwinski,@JoeCz
89805,Michael Schachner,@wineschach
89806,Lauren Buzzeo,@laurbuzz
89807,Joe Czerwinski,@JoeCz
89808,,
89809,Michael Schachner,@wineschach
89810,Roger Voss,@vossroger
89811,Michael Schachner,@wineschach
89812,,
89813,Joe Czerwinski,@JoeCz
89814,,
89815,Joe Czerwinski,@JoeCz
89816,Paul Gregutt,@paulgwine 
89817,Joe Czerwinski,@JoeCz
89818,Lauren Buzzeo,@laurbuzz
89819,Paul Gregutt,@paulgwine 
89820,Joe Czerwinski,@JoeCz
89821,Joe Czerwinski,@JoeCz
89822,Michael Schachner,@wineschach
89823,Virginie Boone,@vboone
89824,Joe Czerwinski,@JoeCz
89825,Sean P. Sullivan,@wawinereport
89826,Matt Kettmann,@mattkettmann
89827,Virginie Boone,@vboone
89828,Michael Schachner,@wineschach
89829,Roger Voss,@vossroger
89830,Roger Voss,@vossroger
89831,Anna Lee C. Iijima,
89832,Sean P. Sullivan,@wawinereport
89833,Jim Gordon,@gordone_cellars
89834,Matt Kettmann,@mattkettmann
89835,Matt Kettmann,@mattkettmann
89836,Sean P. Sullivan,@wawinereport
89837,Sean P. Sullivan,@wawinereport
89838,Virginie Boone,@vboone
89839,Sean P. Sullivan,@wawinereport
89840,Sean P. Sullivan,@wawinereport
89841,Kerin O’Keefe,@kerinokeefe
89842,Kerin O’Keefe,@kerinokeefe
89843,Matt Kettmann,@mattkettmann
89844,Kerin O’Keefe,@kerinokeefe
89845,Sean P. Sullivan,@wawinereport
89846,Virginie Boone,@vboone
89847,Matt Kettmann,@mattkettmann
89848,Kerin O’Keefe,@kerinokeefe
89849,Roger Voss,@vossroger
89850,Michael Schachner,@wineschach
90627,Paul Gregutt,@paulgwine 
89851,Michael Schachner,@wineschach
89852,Virginie Boone,@vboone
89853,Roger Voss,@vossroger
89854,Roger Voss,@vossroger
89855,Roger Voss,@vossroger
89856,Roger Voss,@vossroger
89857,Jim Gordon,@gordone_cellars
89858,Sean P. Sullivan,@wawinereport
89859,Michael Schachner,@wineschach
89860,Virginie Boone,@vboone
89861,Kerin O’Keefe,@kerinokeefe
89862,Matt Kettmann,@mattkettmann
89863,Virginie Boone,@vboone
89864,Virginie Boone,@vboone
89865,Sean P. Sullivan,@wawinereport
89866,Kerin O’Keefe,@kerinokeefe
89867,Roger Voss,@vossroger
89868,Kerin O’Keefe,@kerinokeefe
89869,Kerin O’Keefe,@kerinokeefe
89870,Kerin O’Keefe,@kerinokeefe
89871,Virginie Boone,@vboone
89872,Roger Voss,@vossroger
89873,Virginie Boone,@vboone
89874,Jim Gordon,@gordone_cellars
89875,Kerin O’Keefe,@kerinokeefe
89876,Roger Voss,@vossroger
89877,Kerin O’Keefe,@kerinokeefe
89878,Kerin O’Keefe,@kerinokeefe
89879,Kerin O’Keefe,@kerinokeefe
89880,Virginie Boone,@vboone
90006,,
89881,Sean P. Sullivan,@wawinereport
89882,Roger Voss,@vossroger
89883,Roger Voss,@vossroger
89884,Roger Voss,@vossroger
89885,Roger Voss,@vossroger
89886,Roger Voss,@vossroger
89887,Paul Gregutt,@paulgwine 
89888,,
89889,Michael Schachner,@wineschach
89890,Paul Gregutt,@paulgwine 
89891,Anna Lee C. Iijima,
89892,Anna Lee C. Iijima,
89893,Roger Voss,@vossroger
89894,Michael Schachner,@wineschach
89895,,
89896,,
89897,,
89898,,
89899,,
89900,Joe Czerwinski,@JoeCz
89901,,
89902,Roger Voss,@vossroger
89903,Roger Voss,@vossroger
89904,,
89905,Roger Voss,@vossroger
89906,Michael Schachner,@wineschach
89907,Paul Gregutt,@paulgwine 
89908,Joe Czerwinski,@JoeCz
89909,Roger Voss,@vossroger
89910,,
89911,,
89912,,
89913,Virginie Boone,@vboone
89914,Paul Gregutt,@paulgwine 
89915,Roger Voss,@vossroger
89916,Joe Czerwinski,@JoeCz
89917,Roger Voss,@vossroger
89918,Michael Schachner,@wineschach
89919,Roger Voss,@vossroger
89920,Michael Schachner,@wineschach
89921,Roger Voss,@vossroger
89922,Roger Voss,@vossroger
89923,Roger Voss,@vossroger
89924,Joe Czerwinski,@JoeCz
89925,Roger Voss,@vossroger
89926,Roger Voss,@vossroger
89927,Roger Voss,@vossroger
89928,Joe Czerwinski,@JoeCz
89929,Anna Lee C. Iijima,
89930,Virginie Boone,@vboone
89931,Roger Voss,@vossroger
89932,Joe Czerwinski,@JoeCz
89933,Joe Czerwinski,@JoeCz
89934,Joe Czerwinski,@JoeCz
89935,,
89936,Roger Voss,@vossroger
89937,Roger Voss,@vossroger
89938,Roger Voss,@vossroger
89939,Roger Voss,@vossroger
89940,Roger Voss,@vossroger
89941,,
89942,Michael Schachner,@wineschach
89943,Roger Voss,@vossroger
89944,Roger Voss,@vossroger
89945,Roger Voss,@vossroger
89946,Roger Voss,@vossroger
89947,Roger Voss,@vossroger
89948,Roger Voss,@vossroger
89949,Roger Voss,@vossroger
89950,Anna Lee C. Iijima,
89951,Roger Voss,@vossroger
90007,Roger Voss,@vossroger
89952,Michael Schachner,@wineschach
89953,Michael Schachner,@wineschach
89954,Anna Lee C. Iijima,
89955,,
89956,,
89957,,
89958,Roger Voss,@vossroger
89959,Roger Voss,@vossroger
89960,Kerin O’Keefe,@kerinokeefe
89961,Roger Voss,@vossroger
89962,,
89963,,
89964,Kerin O’Keefe,@kerinokeefe
89965,Kerin O’Keefe,@kerinokeefe
89966,Roger Voss,@vossroger
89967,Kerin O’Keefe,@kerinokeefe
89968,Kerin O’Keefe,@kerinokeefe
89969,Anna Lee C. Iijima,
89970,Sean P. Sullivan,@wawinereport
90008,Anna Lee C. Iijima,
89971,Jim Gordon,@gordone_cellars
89972,Kerin O’Keefe,@kerinokeefe
89973,Jim Gordon,@gordone_cellars
89974,Anna Lee C. Iijima,
89975,Sean P. Sullivan,@wawinereport
